# X, Y, Z
4.167103000000000126e-03,-5.147830717600003665e-03,0.000000000000000000e+00
4.784034999999999850e-03,-5.666435507400004006e-03,0.000000000000000000e+00
5.395928999999999830e-03,-6.188688013000004200e-03,0.000000000000000000e+00
6.007067999999999956e-03,-6.709768354000001690e-03,0.000000000000000000e+00
6.624416000000000158e-03,-7.230355334000005546e-03,0.000000000000000000e+00
7.251925000000000211e-03,-7.754465296000007807e-03,0.000000000000000000e+00
7.888390000000000332e-03,-8.283441683999999763e-03,0.000000000000000000e+00
8.531555999999999168e-03,-8.819902640000000169e-03,0.000000000000000000e+00
9.178029000000000742e-03,-9.367773407999992544e-03,0.000000000000000000e+00
9.826157000000000294e-03,-9.928677252000001063e-03,0.000000000000000000e+00
1.047522000000000036e-02,-1.050316371399999567e-02,0.000000000000000000e+00
1.112479000000000072e-02,-1.109130844599999499e-02,0.000000000000000000e+00
1.177640999999999931e-02,-1.169099936000002164e-02,0.000000000000000000e+00
1.243124999999999959e-02,-1.230065011799999497e-02,0.000000000000000000e+00
1.309035000000000060e-02,-1.291884512000000124e-02,0.000000000000000000e+00
1.375384999999999976e-02,-1.354515922399999496e-02,0.000000000000000000e+00
1.441986999999999956e-02,-1.418125122799998583e-02,0.000000000000000000e+00
1.508745000000000051e-02,-1.482787303399999389e-02,0.000000000000000000e+00
1.575477000000000127e-02,-1.548656805999999546e-02,0.000000000000000000e+00
1.641890000000000016e-02,-1.615983623999999244e-02,0.000000000000000000e+00
1.707877000000000006e-02,-1.684837839999999559e-02,0.000000000000000000e+00
1.773270000000000055e-02,-1.755336418000000634e-02,0.000000000000000000e+00
1.838110000000000091e-02,-1.827381703999999066e-02,0.000000000000000000e+00
1.902374999999999899e-02,-1.900965094000001826e-02,0.000000000000000000e+00
1.966042999999999957e-02,-1.976072648000000431e-02,0.000000000000000000e+00
2.029125000000000026e-02,-2.052656245999999116e-02,0.000000000000000000e+00
2.091511999999999885e-02,-2.130778368000002185e-02,0.000000000000000000e+00
2.153116000000000058e-02,-2.210489912000000376e-02,0.000000000000000000e+00
2.213702999999999851e-02,-2.291935788000001514e-02,0.000000000000000000e+00
2.273193999999999909e-02,-2.375125115999998301e-02,0.000000000000000000e+00
2.331534999999999858e-02,-2.460071941999999318e-02,0.000000000000000000e+00
2.388656000000000112e-02,-2.546781733999999714e-02,0.000000000000000000e+00
2.444655999999999912e-02,-2.635137257999998692e-02,0.000000000000000000e+00
2.499672000000000005e-02,-2.725020335999997836e-02,0.000000000000000000e+00
2.553594000000000003e-02,-2.816078306000001363e-02,0.000000000000000000e+00
2.606282999999999864e-02,-2.907978743999997326e-02,0.000000000000000000e+00
2.657788999999999985e-02,-3.000865217999998738e-02,0.000000000000000000e+00
2.708042999999999909e-02,-3.094785794000001061e-02,0.000000000000000000e+00
2.756886000000000059e-02,-3.189570729999998550e-02,0.000000000000000000e+00
2.804138999999999937e-02,-3.285045967999999927e-02,0.000000000000000000e+00
2.849824000000000107e-02,-3.380929710000002419e-02,0.000000000000000000e+00
2.894075000000000120e-02,-3.476896467999999324e-02,0.000000000000000000e+00
2.936971999999999847e-02,-3.572656716000000010e-02,0.000000000000000000e+00
2.978588000000000069e-02,-3.667926006000000322e-02,0.000000000000000000e+00
3.018950999999999926e-02,-3.762442416000007922e-02,0.000000000000000000e+00
3.057964000000000168e-02,-3.855999609999996580e-02,0.000000000000000000e+00
3.095451999999999926e-02,-3.948419868000001276e-02,0.000000000000000000e+00
3.131315999999999961e-02,-4.039493935999998592e-02,0.000000000000000000e+00
3.165525999999999757e-02,-4.128985804000000898e-02,0.000000000000000000e+00
3.198207000000000133e-02,-4.216602064000001676e-02,0.000000000000000000e+00
3.229633999999999977e-02,-4.302003507999998394e-02,0.000000000000000000e+00
3.260064000000000017e-02,-4.384865025999998972e-02,0.000000000000000000e+00
3.289584999999999732e-02,-4.464923287999999352e-02,0.000000000000000000e+00
3.318146999999999763e-02,-4.541966346000003707e-02,0.000000000000000000e+00
3.345581000000000249e-02,-4.615826856000002781e-02,0.000000000000000000e+00
3.371615000000000029e-02,-4.686377974000004859e-02,0.000000000000000000e+00
3.396028999999999715e-02,-4.753473250000003064e-02,0.000000000000000000e+00
3.418808000000000263e-02,-4.816895488000000336e-02,0.000000000000000000e+00
3.440051999999999693e-02,-4.876387661999988243e-02,0.000000000000000000e+00
3.459866999999999804e-02,-4.931693026000005808e-02,0.000000000000000000e+00
3.478330000000000310e-02,-4.982565428000006180e-02,0.000000000000000000e+00
3.495422000000000112e-02,-5.028792881999997327e-02,0.000000000000000000e+00
3.510956999999999967e-02,-5.070225176000004580e-02,0.000000000000000000e+00
3.524697000000000247e-02,-5.106736014000003848e-02,0.000000000000000000e+00
3.536464999999999748e-02,-5.138176432000003679e-02,0.000000000000000000e+00
3.546168999999999710e-02,-5.164366013999998478e-02,0.000000000000000000e+00
3.553632000000000318e-02,-5.185161368000001936e-02,0.000000000000000000e+00
3.559608999999999690e-02,-5.200123751999994465e-02,0.000000000000000000e+00
3.564028999999999808e-02,-5.208813466000004194e-02,0.000000000000000000e+00
3.567913000000000334e-02,-5.214105446000003030e-02,0.000000000000000000e+00
3.572340999999999711e-02,-5.219033530000005000e-02,0.000000000000000000e+00
3.577164000000000038e-02,-5.223505352000000490e-02,0.000000000000000000e+00
3.582376000000000310e-02,-5.227528111999997507e-02,0.000000000000000000e+00
3.587929000000000118e-02,-5.231080280000005578e-02,0.000000000000000000e+00
3.593741999999999770e-02,-5.234167412000000075e-02,0.000000000000000000e+00
3.599792999999999743e-02,-5.236760923999996681e-02,0.000000000000000000e+00
3.606054000000000204e-02,-5.238834437999998622e-02,0.000000000000000000e+00
3.612467999999999929e-02,-5.240363714000001449e-02,0.000000000000000000e+00
3.618989999999999707e-02,-5.241313792000002608e-02,0.000000000000000000e+00
3.625591999999999704e-02,-5.241662948000002514e-02,0.000000000000000000e+00
3.632201999999999653e-02,-5.241401884000004840e-02,0.000000000000000000e+00
3.638983999999999969e-02,-5.240477744000000826e-02,0.000000000000000000e+00
3.646127999999999869e-02,-5.238752257999997053e-02,0.000000000000000000e+00
3.653543000000000068e-02,-5.236080135999993806e-02,0.000000000000000000e+00
3.661100999999999939e-02,-5.232330235999997636e-02,0.000000000000000000e+00
3.668649000000000215e-02,-5.227386324000000972e-02,0.000000000000000000e+00
3.675990999999999981e-02,-5.221141611999995102e-02,0.000000000000000000e+00
3.682879000000000014e-02,-5.213512118000002138e-02,0.000000000000000000e+00
3.689018000000000158e-02,-5.204455524000008854e-02,0.000000000000000000e+00
3.693985000000000324e-02,-5.193944396000001185e-02,0.000000000000000000e+00
3.697278999999999843e-02,-5.182048305999997773e-02,0.000000000000000000e+00
3.698267000000000221e-02,-5.168998673999999210e-02,0.000000000000000000e+00
3.696815999999999991e-02,-5.155316416000006730e-02,0.000000000000000000e+00
3.693795999999999885e-02,-5.141005639999995935e-02,0.000000000000000000e+00
3.689884000000000219e-02,-5.126064846000001618e-02,0.000000000000000000e+00
3.686015000000000125e-02,-5.110212766000003098e-02,0.000000000000000000e+00
3.681957999999999759e-02,-5.093472341999998043e-02,0.000000000000000000e+00
3.677670999999999718e-02,-5.075822362000000781e-02,0.000000000000000000e+00
3.673151999999999667e-02,-5.057232210000001810e-02,0.000000000000000000e+00
3.668393999999999822e-02,-5.037671764000001967e-02,0.000000000000000000e+00
3.663392000000000037e-02,-5.017110968000002696e-02,0.000000000000000000e+00
3.658140000000000003e-02,-4.995519477999998958e-02,0.000000000000000000e+00
3.652632000000000101e-02,-4.972867291999997358e-02,0.000000000000000000e+00
3.646863999999999661e-02,-4.949123757999999984e-02,0.000000000000000000e+00
3.640829000000000287e-02,-4.924258638000000160e-02,0.000000000000000000e+00
3.634522999999999920e-02,-4.898241557999996609e-02,0.000000000000000000e+00
